"year","julian.day","wild","river.age","sea.age","length","weight","sea.lice","river","country","sex"
2001,106,0,1,2,87.8,4.47,FALSE,"corrib","ie","M"
2012,106,1,1,3,96.8,7.82,FALSE,"corrib","ie","F"
2012,155,0,1,1,74.9,2.41,FALSE,"moy","ie","F"
2011,158,0,1,1,69.7,2.17,FALSE,"moy","ie","M"
2009,108,0,1,2,78.8,3.31,FALSE,"corrib","ie","F"
2015,136,1,3,1,64,2.25,FALSE,"corrib","ie","M"
2012,113,0,1,4,100.2,6.62,FALSE,"corrib","ie","F"
2014,129,0,1,2,84.3,4.45,FALSE,"corrib","ie","F"
2006,156,0,1,1,59.6,1.64,FALSE,"scorff","fr","M"
2012,165,1,1,1,74.4,4.03,FALSE,"moy","ie","F"
2005,94,1,1,2,80.8,4.92,FALSE,"scorff","fr","M"
2017,123,0,1,2,80.3,4.05,FALSE,"scorff","fr","F"
2016,106,1,1,3,92.3,6.14,FALSE,"nivelle","fr","F"
2004,100,0,1,2,72.1,2.92,FALSE,"nivelle","fr","F"
2010,105,0,1,2,81.6,3.14,FALSE,"moy","ie","F"
2004,98,0,1,2,88.5,4.82,FALSE,"corrib","ie","F"
2017,151,1,2,1,66.6,2.44,FALSE,"nivelle","fr","M"
2001,99,0,2,3,96.6,5.67,FALSE,"corrib","ie","M"
2014,156,1,2,1,53.9,1.34,FALSE,"scorff","fr","F"
2009,106,0,1,2,79.4,3.1,FALSE,"nivelle","fr","F"
2007,150,0,2,1,26.3,1.46,FALSE,"corrib","ie","M"
2001,106,1,2,2,85,5.04,TRUE,"corrib","ie","F"
2011,171,0,1,1,55.7,1.28,FALSE,"scorff","fr","F"
2004,150,1,2,1,66.2,2.29,FALSE,"corrib","ie","F"
2004,109,1,1,2,85.7,6.57,FALSE,"corrib","ie","F"
2003,160,0,1,1,74.2,2.86,FALSE,"scorff","fr","F"
2001,164,0,2,1,59.4,1.39,FALSE,"oir","fr","F"
2008,121,0,1,2,71.6,2.49,FALSE,"scorff","fr","F"
2000,98,0,2,2,81.6,3.42,FALSE,"corrib","ie","F"
2000,111,0,1,2,76.2,2.93,FALSE,"scorff","fr","F"
2008,113,0,1,2,77,2.86,FALSE,"nivelle","fr","F"
2007,110,0,2,2,34.8,3.9,TRUE,"corrib","ie","F"
2005,111,0,2,3,103.9,7.3,TRUE,"moy","ie","M"
2009,88,1,2,2,78.9,3.73,FALSE,"nivelle","fr","F"
2015,184,0,1,1,58.8,1.67,FALSE,"moy","ie","F"
2002,109,1,1,2,89.9,5.7,FALSE,"moy","ie","F"
2004,100,0,1,4,103.3,7.17,FALSE,"moy","ie","F"
2012,166,0,1,1,66.3,2.23,FALSE,"nivelle","fr","M"
2007,91,1,3,2,77.8,3.56,FALSE,"nivelle","fr","F"
2017,146,1,1,1,72.2,2.73,FALSE,"scorff","fr","M"
2014,102,1,1,3,85.1,5.44,FALSE,"nivelle","fr","M"
2007,142,1,1,1,62.4,2.02,FALSE,"scorff","fr","M"
2017,123,0,1,2,90.3,5.38,TRUE,"corrib","ie","F"
2004,84,1,3,2,88.5,7.13,FALSE,"nivelle","fr","F"
2003,163,0,1,1,73.1,2.47,FALSE,"scorff","fr","M"
2013,143,1,2,1,60.1,2.16,FALSE,"nivelle","fr","M"
2007,150,1,2,1,73.3,3.24,TRUE,"nivelle","fr","M"
2005,97,0,1,2,86.1,4.12,FALSE,"moy","ie","F"
2002,100,1,1,2,89.6,7.16,FALSE,"corrib","ie","F"
2012,143,1,2,1,56.5,1.53,FALSE,"moy","ie","M"
2009,109,1,2,2,78.5,4.3,FALSE,"nivelle","fr","F"
2008,165,0,1,1,58.1,1.38,FALSE,"scorff","fr","M"
2005,110,0,2,2,75.5,2.65,FALSE,"nivelle","fr","F"
2002,90,0,2,2,87.3,4.8,FALSE,"oir","fr","F"
2003,173,0,1,1,70.5,2.18,FALSE,"corrib","ie","F"
2010,178,0,1,1,61.1,1.73,FALSE,"scorff","fr","F"
2001,94,1,1,2,93.1,7.22,FALSE,"moy","ie","F"
2009,84,1,2,2,82.3,4.62,FALSE,"corrib","ie","F"
2004,104,0,2,3,96.1,5.69,FALSE,"moy","ie","M"
2003,157,1,3,1,72.6,3.19,FALSE,"moy","ie","F"
2005,165,0,1,1,66.8,2,FALSE,"nivelle","fr","F"
2002,153,0,1,1,71.5,2.39,FALSE,"corrib","ie","F"
2000,117,0,1,2,81.6,3.86,TRUE,"scorff","fr","F"
2014,168,0,1,1,62.7,1.69,FALSE,"oir","fr","M"
2014,123,0,1,3,86.4,3.74,FALSE,"scorff","fr","F"
2007,123,1,1,2,33,4.12,FALSE,"moy","ie","F"
2017,124,0,1,2,82.6,3.72,FALSE,"moy","ie","F"
2002,92,1,3,2,83.2,5.85,FALSE,"moy","ie","F"
2007,128,1,2,1,28.9,3,FALSE,"corrib","ie","M"
2006,123,0,2,4,101.5,7.13,TRUE,"moy","ie","F"
2001,84,1,2,2,89.4,5.93,TRUE,"corrib","ie","F"
2001,90,0,1,2,96,5.36,FALSE,"corrib","ie","M"
2007,103,0,1,2,73.9,2.45,FALSE,"scorff","fr","F"
2008,158,1,2,1,79.9,4.98,FALSE,"corrib","ie","M"
2008,125,0,1,2,87.3,4.86,FALSE,"corrib","ie","F"
2012,112,1,3,4,99.8,7.59,FALSE,"corrib","ie","F"
2003,88,1,1,2,73.1,3.49,FALSE,"nivelle","fr","M"
2008,134,1,3,1,67.4,2.3,TRUE,"oir","fr","M"
2008,168,1,1,1,68.8,2.7,FALSE,"scorff","fr","M"
2004,97,1,2,3,88.8,5.81,FALSE,"moy","ie","M"
2016,180,0,1,1,60,1.35,FALSE,"nivelle","fr","M"
2008,149,1,2,1,60.8,1.78,FALSE,"nivelle","fr","M"
2016,165,0,1,1,74.2,2.8,FALSE,"moy","ie","M"
2003,150,0,1,1,73.7,2.61,FALSE,"corrib","ie","M"
2012,161,1,2,1,63.7,1.9,FALSE,"scorff","fr","M"
2002,95,0,1,2,84.2,3.81,FALSE,"corrib","ie","F"
2013,165,0,2,1,77,2.69,FALSE,"corrib","ie","M"
2000,153,0,1,1,60.6,1.57,FALSE,"oir","fr","M"
2005,143,1,1,1,66.7,2.27,FALSE,"oir","fr","M"
2004,86,1,2,2,74.4,3.8,FALSE,"oir","fr","F"
2012,160,1,2,1,63.4,1.71,FALSE,"scorff","fr","F"
2005,98,1,1,3,100.7,7.9,FALSE,"corrib","ie","F"
2016,111,0,1,2,83.8,3.4,TRUE,"moy","ie","M"
2016,109,0,1,2,75.4,2.71,TRUE,"nivelle","fr","F"
2010,146,1,1,1,65.1,1.9,FALSE,"scorff","fr","M"
2014,117,0,2,2,81.1,4.3,TRUE,"corrib","ie","F"
2005,90,1,1,2,84.3,5.55,FALSE,"oir","fr","F"
2006,145,0,1,1,65.1,1.88,FALSE,"scorff","fr","F"
2015,98,1,2,2,83,4.01,FALSE,"moy","ie","F"
2009,124,0,1,3,96.8,6.11,FALSE,"corrib","ie","F"
2005,120,0,1,4,113.5,10.85,TRUE,"moy","ie","F"
2007,111,0,1,2,81.7,3.42,TRUE,"oir","fr","F"
2006,90,0,1,2,78.3,3.1,TRUE,"corrib","ie","F"
2006,87,0,3,2,90.9,4.63,FALSE,"corrib","ie","F"
2015,178,0,1,1,57.5,1.24,FALSE,"corrib","ie","M"
2002,139,1,2,1,72,3.25,FALSE,"corrib","ie","M"
2005,104,1,2,2,71.8,3.08,FALSE,"oir","fr","F"
2004,132,1,1,1,71.2,2.94,FALSE,"nivelle","fr","F"
2013,147,1,1,1,63.6,2.03,FALSE,"scorff","fr","F"
2006,153,0,2,1,61.7,2.03,FALSE,"scorff","fr","M"
2002,111,0,1,2,87.3,4.46,TRUE,"moy","ie","F"
2010,107,1,1,4,103.6,7.86,FALSE,"moy","ie","F"
2008,93,1,2,3,96.9,7.05,FALSE,"corrib","ie","F"
2008,91,1,1,2,74.1,2.63,FALSE,"corrib","ie","F"
2011,151,1,3,1,75.8,3.68,FALSE,"moy","ie","F"
2005,138,1,3,1,71.2,2.77,FALSE,"scorff","fr","F"
2004,147,0,1,1,67.1,2.05,FALSE,"scorff","fr","M"
2010,126,0,1,2,71.5,2.19,FALSE,"nivelle","fr","F"
2005,143,1,2,1,64.3,2.24,FALSE,"scorff","fr","F"
2001,177,0,1,1,78.3,3.73,FALSE,"scorff","fr","F"
2000,97,0,1,2,80.7,3.91,FALSE,"corrib","ie","F"
2000,108,0,1,2,74.5,2.64,FALSE,"scorff","fr","F"
2003,151,0,1,1,64.7,1.57,FALSE,"nivelle","fr","M"
2001,149,0,2,1,60.6,1.4,FALSE,"scorff","fr","M"
2007,90,1,1,2,31.7,4.6,FALSE,"moy","ie","F"
2004,169,0,1,1,73.8,2.48,FALSE,"scorff","fr","M"
2002,160,0,2,1,60.4,1.35,FALSE,"nivelle","fr","M"
2013,130,0,1,2,77.2,3.25,FALSE,"oir","fr","F"
2000,96,0,1,2,79.8,3.34,TRUE,"scorff","fr","M"
2011,178,0,1,1,65,1.61,FALSE,"scorff","fr","M"
2006,123,0,3,3,80.2,4.58,TRUE,"oir","fr","F"
2006,124,0,1,2,78.4,3.2,FALSE,"nivelle","fr","F"
2003,119,1,2,1,68.1,2.56,FALSE,"oir","fr","M"
2000,88,1,1,2,92.8,5.59,FALSE,"corrib","ie","F"
2000,106,0,1,2,88.7,4.1,FALSE,"moy","ie","F"
2012,125,0,2,2,83.4,3.49,FALSE,"moy","ie","F"
2001,101,0,1,2,88.4,4.68,FALSE,"scorff","fr","F"
2017,128,0,1,2,77.9,2.95,FALSE,"scorff","fr","F"
2009,166,0,1,1,81.5,3.68,FALSE,"moy","ie","M"
2004,114,0,1,2,87.1,5.03,TRUE,"corrib","ie","F"
2000,116,0,1,3,89,4.38,TRUE,"nivelle","fr","F"
2007,128,0,1,3,35.9,4.02,TRUE,"corrib","ie","F"
2007,163,1,1,1,59.6,1.44,FALSE,"oir","fr","M"
2011,111,0,2,2,74.7,3.11,FALSE,"oir","fr","F"
2010,148,1,3,1,67,2.53,FALSE,"corrib","ie","F"
2004,149,1,1,1,70.3,2.6,FALSE,"corrib","ie","F"
2005,149,0,1,1,68.2,2.18,FALSE,"corrib","ie","M"
2010,156,1,2,1,75.9,3.82,FALSE,"scorff","fr","F"
2000,105,1,1,3,88.9,5.05,FALSE,"nivelle","fr","F"
2000,110,0,1,2,82.4,3.52,FALSE,"oir","fr","F"
2016,155,0,1,1,69.8,2.04,FALSE,"moy","ie","M"
2016,138,1,2,1,70.8,3.39,FALSE,"nivelle","fr","M"
2014,159,0,1,1,55.5,1.22,FALSE,"nivelle","fr","M"
2007,159,0,1,1,26,2.04,FALSE,"moy","ie","M"
2014,166,0,2,1,52.9,0.98,FALSE,"nivelle","fr","M"
2006,173,0,1,1,69.6,2.31,FALSE,"moy","ie","F"
2010,146,1,3,1,65.8,2.44,FALSE,"corrib","ie","F"
2001,93,1,1,2,86.4,5.79,FALSE,"moy","ie","F"
2010,140,1,1,1,71.6,3.06,FALSE,"moy","ie","M"
2001,91,1,3,3,98.4,7.54,FALSE,"corrib","ie","F"
2005,151,1,1,1,63.9,2.33,FALSE,"scorff","fr","M"
2001,160,0,1,1,78.6,3.43,TRUE,"corrib","ie","M"
2015,167,0,1,1,62.4,1.61,FALSE,"scorff","fr","M"
2009,94,1,2,4,84.2,5.25,FALSE,"oir","fr","F"
2002,155,0,1,1,69.3,2.02,TRUE,"oir","fr","M"
2009,112,1,1,3,92.8,7.17,FALSE,"corrib","ie","F"
2007,109,0,1,2,30.9,3.1,FALSE,"moy","ie","M"
2004,102,0,1,2,74.3,2.89,FALSE,"nivelle","fr","F"
2006,154,0,1,1,69,1.99,FALSE,"corrib","ie","F"
2012,116,1,2,2,85.5,5.29,FALSE,"moy","ie","F"
2012,154,1,2,1,68.1,2.63,TRUE,"corrib","ie","M"
2009,159,0,1,1,69.2,2.25,FALSE,"corrib","ie","M"
2011,148,1,2,1,69.4,2.45,FALSE,"scorff","fr","M"
2000,97,0,2,2,78.2,2.99,FALSE,"corrib","ie","M"
2004,152,1,2,1,63,2.22,FALSE,"nivelle","fr","M"
2017,168,0,1,1,60.9,1.57,FALSE,"oir","fr","F"
2014,151,0,1,1,75.8,2.89,FALSE,"moy","ie","M"
2010,163,0,1,1,71.8,2.54,FALSE,"corrib","ie","F"
2013,111,1,2,2,82.4,5.08,FALSE,"corrib","ie","F"
2005,89,1,1,4,95.1,6.63,FALSE,"scorff","fr","F"
2005,91,1,1,2,79.1,4.19,FALSE,"scorff","fr","F"
2002,127,1,1,1,74.9,3.34,FALSE,"moy","ie","F"
2010,155,1,3,1,64.7,2.14,FALSE,"corrib","ie","F"
2009,129,0,2,2,84.2,3.69,FALSE,"moy","ie","F"
2008,176,0,1,1,63.1,1.59,FALSE,"corrib","ie","M"
2004,128,1,2,1,79.7,3.99,FALSE,"moy","ie","M"
2008,157,0,1,1,63.6,1.74,FALSE,"scorff","fr","M"
2002,101,1,3,3,87.3,5.76,FALSE,"scorff","fr","F"
2013,109,1,2,2,82.6,5.01,FALSE,"oir","fr","M"
2010,102,0,1,4,84.9,4.31,FALSE,"scorff","fr","F"
2004,102,1,1,2,91.9,6.82,FALSE,"corrib","ie","F"
2005,107,1,2,2,84.3,5.05,FALSE,"oir","fr","M"
2015,163,1,1,1,57.1,1.36,FALSE,"scorff","fr","F"
2005,100,1,3,2,80,4.6,TRUE,"scorff","fr","F"
2001,101,0,1,2,81,3.79,TRUE,"corrib","ie","F"
2004,102,0,1,3,105.7,9.21,FALSE,"corrib","ie","F"
2014,159,0,1,1,64.5,1.69,FALSE,"corrib","ie","F"
2000,78,1,1,3,81.5,4.46,FALSE,"scorff","fr","F"
2006,116,0,1,2,97.4,6.69,FALSE,"moy","ie","F"
2003,89,1,2,2,85.1,5.84,FALSE,"moy","ie","F"
2005,188,0,1,1,68.3,2.39,FALSE,"corrib","ie","F"
2000,159,0,1,1,65.3,1.93,FALSE,"oir","fr","M"
2003,162,0,1,1,70.8,2.73,FALSE,"moy","ie","M"
2011,138,1,2,1,69.5,2.7,FALSE,"moy","ie","F"
2007,105,0,1,2,78.1,3.03,FALSE,"nivelle","fr","F"
2008,163,1,3,1,61.8,1.94,FALSE,"nivelle","fr","M"
2007,170,0,1,1,29.8,2.93,FALSE,"moy","ie","M"
2008,127,0,1,2,87.7,3.51,FALSE,"nivelle","fr","F"
2001,97,0,1,2,84.7,3.91,FALSE,"scorff","fr","M"
2006,81,1,1,3,98.7,7.3,FALSE,"moy","ie","F"
2001,123,1,2,1,74.8,4.37,TRUE,"nivelle","fr","M"
2003,97,1,3,2,79.4,4.47,FALSE,"scorff","fr","F"
2011,166,0,1,1,69.7,2.89,FALSE,"scorff","fr","M"
2016,87,1,3,4,91.2,7.08,FALSE,"moy","ie","M"
2017,138,0,2,2,76,3.55,FALSE,"nivelle","fr","M"
2013,180,0,1,1,72.1,2.55,FALSE,"corrib","ie","M"
2015,161,0,2,1,65.7,1.74,FALSE,"moy","ie","M"
2009,168,0,1,1,64.6,1.9,FALSE,"corrib","ie","F"
2001,74,1,2,2,95.8,6.31,TRUE,"corrib","ie","F"
2000,95,0,1,2,89.8,5.39,FALSE,"nivelle","fr","F"
2007,109,1,2,3,37.4,6.85,FALSE,"moy","ie","F"
2017,174,0,2,1,60.4,1.64,FALSE,"corrib","ie","F"
2003,109,1,2,2,82.2,4,FALSE,"corrib","ie","F"
2004,68,1,2,3,98.2,8.1,FALSE,"moy","ie","F"
2009,156,1,2,1,60.2,1.78,FALSE,"oir","fr","F"
2016,164,0,1,1,63.6,2,FALSE,"oir","fr","M"
2017,149,1,3,1,57.3,1.18,FALSE,"oir","fr","M"
2001,90,1,3,2,81.1,5.17,FALSE,"moy","ie","M"
2004,138,1,1,1,66.6,2.67,FALSE,"corrib","ie","F"
2006,148,0,1,1,70.2,2.48,FALSE,"moy","ie","M"
2011,155,0,1,1,69.4,2.13,FALSE,"moy","ie","M"
2008,152,0,2,1,69.6,2.52,FALSE,"moy","ie","M"
2007,108,1,2,2,33.9,5.37,FALSE,"moy","ie","F"
2015,162,1,1,1,61.1,1.9,FALSE,"corrib","ie","M"
2009,162,0,1,1,59.5,1.31,FALSE,"moy","ie","M"
2013,158,0,1,1,61.4,1.56,FALSE,"scorff","fr","M"
2009,124,0,1,2,74.8,2.24,FALSE,"scorff","fr","M"
2008,160,0,1,1,63,1.7,FALSE,"scorff","fr","M"
2005,119,0,1,2,82.4,3.91,TRUE,"nivelle","fr","M"
2002,107,0,2,2,68,1.84,FALSE,"nivelle","fr","F"
2003,165,0,1,1,69.6,2.39,FALSE,"moy","ie","M"
2000,104,0,1,2,95.5,6.22,FALSE,"corrib","ie","F"
2011,94,1,1,2,83.8,4.67,FALSE,"moy","ie","F"
2005,104,0,1,2,81.3,3.71,TRUE,"scorff","fr","F"
2006,153,0,1,1,73.9,2.5,FALSE,"scorff","fr","M"
2006,106,1,3,2,74,3.47,FALSE,"nivelle","fr","M"
2009,98,0,1,2,63.3,1.59,FALSE,"scorff","fr","F"
2012,159,0,1,1,57.6,1.25,FALSE,"oir","fr","F"
2017,107,1,1,2,87.9,5.41,FALSE,"moy","ie","F"
2012,157,1,2,1,66.8,2.34,FALSE,"corrib","ie","M"
2009,113,0,1,2,75.1,2.68,FALSE,"oir","fr","F"
2013,100,1,3,2,89.5,6.18,FALSE,"corrib","ie","F"
2017,177,0,1,1,80.7,3.64,FALSE,"moy","ie","M"
2002,110,0,2,2,82.9,3.46,FALSE,"corrib","ie","F"
2009,161,1,1,1,57,1.83,FALSE,"nivelle","fr","M"
2000,90,1,1,2,87.9,6.27,FALSE,"scorff","fr","M"
2000,143,0,1,1,71.3,2.1,FALSE,"nivelle","fr","F"
2008,108,0,1,2,80.2,3.18,FALSE,"moy","ie","F"
2017,156,1,2,1,67.9,2.12,FALSE,"corrib","ie","M"
2008,88,1,1,4,103.8,8.58,FALSE,"moy","ie","M"
2008,93,1,1,2,73.8,2.96,FALSE,"oir","fr","F"
2002,165,0,1,1,70,2.68,FALSE,"moy","ie","M"
2008,92,1,1,4,100.2,7,TRUE,"corrib","ie","F"
2001,95,1,1,2,88.6,6.09,TRUE,"corrib","ie","F"
2007,171,0,1,1,62.8,1.66,FALSE,"nivelle","fr","M"
2008,150,0,1,1,73.5,2.89,FALSE,"moy","ie","M"
2009,104,0,1,2,89.9,6.44,FALSE,"scorff","fr","F"
2008,152,1,1,1,69.7,2.55,FALSE,"moy","ie","M"
2002,103,0,1,2,94.6,5.64,TRUE,"moy","ie","F"
2017,171,1,2,1,69.8,2.83,FALSE,"moy","ie","F"
2012,123,0,1,2,85.5,4.67,TRUE,"nivelle","fr","F"
2006,165,0,1,1,72.1,2.44,FALSE,"nivelle","fr","F"
2016,132,0,1,3,90.8,4.82,FALSE,"corrib","ie","F"
2015,99,1,1,2,80.5,4.47,TRUE,"moy","ie","F"
2002,99,0,2,4,89.3,4.89,FALSE,"nivelle","fr","F"
2005,100,0,1,3,93.2,6.15,TRUE,"moy","ie","F"
2005,95,0,1,2,87.8,5.31,TRUE,"moy","ie","F"
2000,119,0,1,3,102.1,6.86,FALSE,"moy","ie","F"
2002,105,0,1,2,87.1,4.45,FALSE,"corrib","ie","F"
2014,116,1,3,2,87.5,5.48,FALSE,"moy","ie","M"
2012,182,0,1,1,69.4,2.31,FALSE,"corrib","ie","M"
2008,95,1,1,2,95.3,7.04,TRUE,"corrib","ie","F"
2009,112,1,2,2,80.5,4.12,FALSE,"nivelle","fr","F"
2002,158,0,1,1,77.3,2.89,TRUE,"corrib","ie","M"
2009,169,0,1,1,69.2,2.14,FALSE,"moy","ie","M"
2013,150,1,2,1,68,2.11,FALSE,"moy","ie","M"
2005,107,0,1,3,96.9,6.52,FALSE,"moy","ie","M"
2007,148,1,2,1,24,1.9,FALSE,"corrib","ie","M"
2000,93,1,3,3,95.8,7.28,FALSE,"corrib","ie","F"
2001,90,1,1,2,81.5,4.49,TRUE,"moy","ie","F"
2003,101,0,1,2,80.7,3.52,FALSE,"oir","fr","M"
2002,159,0,1,1,67.9,1.92,FALSE,"corrib","ie","M"
2005,93,0,2,4,87.9,4.81,TRUE,"nivelle","fr","F"
2011,131,0,1,4,91.5,4.42,FALSE,"oir","fr","F"
2005,165,0,2,1,70.6,2.26,FALSE,"corrib","ie","M"
2015,93,1,2,2,75.7,4.25,FALSE,"scorff","fr","F"
2003,75,1,1,3,90.3,4.81,FALSE,"corrib","ie","F"
2011,149,1,3,1,70.8,2.87,FALSE,"scorff","fr","F"
2003,160,0,1,1,82.8,3.33,FALSE,"corrib","ie","M"
2012,173,0,2,1,71.6,2.31,FALSE,"corrib","ie","M"
2009,101,0,1,2,91.1,5.61,FALSE,"moy","ie","F"
2004,132,1,3,1,60.5,1.73,FALSE,"scorff","fr","M"
2009,91,1,2,2,78.5,3.57,FALSE,"corrib","ie","F"
2016,182,0,1,1,60.7,1.45,FALSE,"corrib","ie","M"
2006,103,0,2,2,85.9,5.81,FALSE,"corrib","ie","M"
2015,175,1,3,1,68.7,2.59,FALSE,"moy","ie","M"
2014,112,1,2,2,82.3,3.6,TRUE,"nivelle","fr","M"
2009,115,0,1,2,75.2,2.89,FALSE,"corrib","ie","F"
2005,167,0,1,1,76.8,2.74,FALSE,"corrib","ie","M"
2004,107,0,1,2,76.1,2.43,FALSE,"nivelle","fr","F"
2010,181,0,2,1,70.4,2.55,FALSE,"moy","ie","M"
2015,157,0,1,1,68.9,1.94,FALSE,"moy","ie","M"
2011,165,0,1,1,72.9,3.03,FALSE,"corrib","ie","M"
2000,75,1,2,2,90,6.21,FALSE,"corrib","ie","F"
2001,166,1,3,1,65.8,2.17,FALSE,"scorff","fr","M"
2005,145,1,2,1,56.3,1.39,FALSE,"oir","fr","F"
2014,176,0,2,1,74.1,2.32,FALSE,"corrib","ie","M"
2001,88,0,1,2,94.2,6.32,FALSE,"moy","ie","F"
2009,139,0,1,1,70,2.54,FALSE,"corrib","ie","M"
2000,96,0,1,2,77.3,3.87,FALSE,"scorff","fr","F"
2005,127,0,1,2,82.2,3.68,FALSE,"scorff","fr","M"
2000,101,0,1,2,84.3,3.57,FALSE,"corrib","ie","F"
2006,130,1,2,1,70.9,2.92,FALSE,"moy","ie","F"
2006,108,0,1,3,96.4,6.58,TRUE,"corrib","ie","M"
2004,114,0,1,2,77,3.45,FALSE,"nivelle","fr","F"
2016,102,1,1,2,81.3,3.87,FALSE,"corrib","ie","F"
2008,126,0,1,2,79.8,3.25,FALSE,"corrib","ie","F"
2008,93,1,2,2,78.4,3.68,FALSE,"nivelle","fr","F"
2006,137,0,2,2,83.7,3.85,FALSE,"oir","fr","M"
2012,168,0,2,1,61.8,1.47,FALSE,"corrib","ie","M"
2002,86,1,1,2,83.3,4.56,FALSE,"nivelle","fr","F"
2013,119,0,1,2,78.3,3.24,FALSE,"moy","ie","F"
2012,129,0,1,2,77,3.48,FALSE,"scorff","fr","F"
2002,99,0,1,2,77.9,2.87,FALSE,"scorff","fr","F"
2004,114,0,2,3,90.5,4.46,FALSE,"corrib","ie","F"
2006,93,1,1,2,83.8,4.56,FALSE,"moy","ie","F"
2017,131,1,1,1,75.6,4.21,FALSE,"moy","ie","F"
2017,112,0,2,3,103.2,6.88,TRUE,"corrib","ie","F"
2012,115,0,1,2,84.1,3.59,FALSE,"moy","ie","F"
2008,157,1,2,1,72.5,3.02,FALSE,"moy","ie","F"
2008,169,0,2,1,77.6,2.94,TRUE,"corrib","ie","F"
2014,162,1,2,1,64.5,2.24,FALSE,"scorff","fr","F"
2008,156,0,1,1,74,2.75,FALSE,"moy","ie","M"
2003,106,0,1,3,102.5,7.12,TRUE,"corrib","ie","F"
2009,124,0,1,2,78.2,3.44,FALSE,"scorff","fr","F"
2013,145,1,2,1,66.1,2.55,FALSE,"moy","ie","F"
2014,126,0,1,2,84.5,4.8,FALSE,"corrib","ie","F"
2017,177,1,3,1,63.2,2,FALSE,"scorff","fr","M"
2005,90,1,2,2,83.1,5.06,TRUE,"corrib","ie","F"
2009,110,0,1,2,83.4,4.13,FALSE,"moy","ie","M"
2000,112,0,1,2,87.9,4.59,FALSE,"corrib","ie","F"
2008,109,0,1,2,89,5.18,TRUE,"corrib","ie","F"
2009,188,0,1,1,65.8,2.36,FALSE,"corrib","ie","F"
2013,102,1,3,2,88.5,5.31,FALSE,"moy","ie","F"
2014,93,1,1,4,94.1,7.11,FALSE,"scorff","fr","F"
2014,152,1,3,1,58.9,1.79,FALSE,"oir","fr","M"
2008,112,0,2,3,94.5,6.14,FALSE,"corrib","ie","F"
2003,99,1,1,2,81.9,4.09,TRUE,"corrib","ie","F"
2006,119,0,1,2,96.2,5.62,TRUE,"corrib","ie","F"
2006,110,0,1,2,88.9,5.86,FALSE,"moy","ie","F"
2004,173,0,1,1,71,2.39,FALSE,"moy","ie","F"
2000,108,0,1,2,95.7,5.32,FALSE,"moy","ie","F"
2009,136,1,1,1,64.8,2.33,FALSE,"corrib","ie","M"
2006,146,0,1,1,71.1,2.6,FALSE,"corrib","ie","F"
2000,84,0,1,2,87.2,4.77,FALSE,"oir","fr","F"
2010,156,0,1,1,62.7,1.63,FALSE,"scorff","fr","F"
2003,96,0,1,3,85.6,4.12,FALSE,"oir","fr","F"
2001,106,0,2,2,79.1,3.37,TRUE,"scorff","fr","F"
2002,103,0,1,2,91.2,4.69,FALSE,"corrib","ie","F"
2008,170,0,2,1,77.6,3.33,FALSE,"moy","ie","F"
2010,172,0,1,1,68.6,2.24,FALSE,"scorff","fr","M"
2005,92,1,1,2,77.4,3.7,FALSE,"oir","fr","F"
2004,103,0,1,2,81.7,3.58,FALSE,"nivelle","fr","M"
2015,170,0,2,1,72.2,2.33,FALSE,"scorff","fr","F"
2004,142,0,1,1,58.4,1.39,FALSE,"oir","fr","F"
2005,102,1,2,3,89.1,6.19,FALSE,"corrib","ie","F"
2002,79,1,1,2,90.2,5.54,FALSE,"corrib","ie","F"
2001,94,0,2,2,86.3,4.05,TRUE,"corrib","ie","F"
2009,143,0,1,1,72.3,2.52,FALSE,"corrib","ie","F"
2017,121,0,1,2,74.6,2.79,FALSE,"scorff","fr","M"
2015,169,0,1,1,61.5,1.66,FALSE,"scorff","fr","M"
2004,143,1,2,1,72.3,2.94,TRUE,"corrib","ie","M"
2009,101,1,3,2,81.6,4.84,FALSE,"corrib","ie","F"
2007,90,1,1,2,32.1,5.63,FALSE,"corrib","ie","F"
2005,99,0,1,4,89.8,4.52,FALSE,"nivelle","fr","F"
2010,131,1,1,1,58.7,1.85,FALSE,"corrib","ie","F"
2014,136,0,2,4,100.9,5.67,TRUE,"nivelle","fr","F"
2014,181,0,2,1,54.6,1.23,FALSE,"oir","fr","M"
2017,162,0,1,1,68.8,2.41,FALSE,"moy","ie","M"
2006,162,0,1,1,77.1,2.89,FALSE,"corrib","ie","F"
2007,114,1,1,4,42.2,10.94,FALSE,"moy","ie","F"
2002,109,0,2,3,87.5,4.42,FALSE,"nivelle","fr","F"
2014,125,0,1,2,83.6,4.2,FALSE,"corrib","ie","M"
2009,171,0,1,1,69.1,2.19,FALSE,"scorff","fr","F"
2001,100,0,1,3,93.6,4.81,TRUE,"corrib","ie","F"
2000,114,0,1,2,86.1,4.9,FALSE,"moy","ie","F"
2001,105,1,1,2,91.6,6.43,FALSE,"moy","ie","F"
2003,164,0,1,1,67.1,2.22,FALSE,"oir","fr","F"
2016,170,0,2,1,68.9,2.3,FALSE,"oir","fr","M"
2003,73,1,1,2,92.9,6.67,FALSE,"corrib","ie","F"
2016,154,1,2,1,58.6,1.72,FALSE,"scorff","fr","F"
2012,112,1,1,3,100.1,8.18,FALSE,"corrib","ie","F"
2017,153,0,1,1,74.6,2.75,FALSE,"corrib","ie","M"
