"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43"
"78" 7.77 5.61 4.15 4.42 4.66 8.2 3.89 5.97 5.52 3.13 6.91 3.61 5.91 4.3 2.73 5.19 4.31 5.28 5.19 4.73 5.78 1.52 5.02 7.67 2.02 3.06 5.24 6.16 5.86 5.17 4.44 4.59 6.68 2.27 2.92 5.56 9.81 5.17 3.13 6.24 4.82 1.09 5.24
"79" 5.74 5.13 4.76 8.59 3.85 4.87 5.95 8.63 6.41 4.69 2.2 7.8 5 5.6 9.19 4.45 6.11 6.33 5.03 4.91 2.62 5.36 6.63 5.42 1.84 2.47 1.89 5.71 3.1 5.34 10.05 7.91 5.4 7.3 3.19 9.04 7.01 5.28 5.52 7.78 4.89 4.93 6.5
"80" 4.75 4.01 8.46 7.28 8.2 9.26 5.57 4.9 6.26 3.11 7.58 5.7 6 4.24 4.42 2.35 4.57 2.01 5.95 4.3 4.71 1.85 2.27 3.49 7.86 4.72 7.96 7.08 3.49 5.96 5.09 1.54 4.1 8.46 3.27 2.89 2.18 5.52 4.5 7.06 4.47 6.85 7.96
"81" 4.35 7.47 7.58 3.79 4.42 3.56 2 4.56 6.18 3.81 5.19 6.69 6.88 7.17 3.55 7.36 1.21 8.9 3.5 9.03 -0.22 1.25 5.44 6.69 2.3 4.61 5.95 3.28 3.66 7.01 5.15 6.28 4.12 7.37 4.65 7.07 9.21 2.89 7.14 4.16 4.42 4.57 6.46
"82" 5.04 5.82 6.93 1.82 7.83 4.21 6.35 0.74 2.43 6.29 8.15 8.4 5.39 2.86 3.22 7.73 3.53 -0.9 7.58 3.06 7.16 1.71 4.54 5.37 2.42 5.54 7.51 3.13 7.44 4.56 3.73 3.91 8.05 7.19 0.44 5.15 7.26 4.54 3.99 6.46 3.2 5.5 5.63
"83" 4.17 4.76 6.63 2.91 6.42 6.86 4.14 6.32 4.01 5.4 0.32 1.42 5.47 5.1 1.17 8.89 6.24 5.03 5.95 4.25 3.93 7.35 6.5 5.51 0.97 4.35 6.36 8.7 5.99 8.16 8.85 2.95 3.61 7.35 1.64 2.79 6.82 1.9 2.96 1.74 4.5 3.04 6.69
"84" 3.84 6.34 3.45 6.62 3.16 6.07 3.64 10.65 1.96 6.05 7.36 6.07 8.04 2.85 3.94 4.92 5.46 4.84 6.75 4.28 8.52 3.89 3.7 6.72 3.98 3.23 2.33 1.97 5.39 2.12 2.53 7.83 4.06 3.52 5.46 4.09 4.12 4.69 1.45 8.9 4.54 6.68 5.12
"85" 6.07 4.29 5.52 4.59 2.91 1.18 3.04 7.15 2.6 5.41 4.79 4.09 5.14 6.93 3.42 2.33 2.87 5.96 4.87 5.15 3.34 5.29 4.87 3.69 5.48 7.95 6.75 5.29 7.79 4.79 2.58 5.51 7.27 4.46 7.54 4.04 4.36 6.25 1.56 5.48 2.83 9.07 5.01
"86" 5.68 4.53 5.16 3.92 6.28 2.54 4.89 4.29 7.03 3.79 7.6 6.12 6.72 3.61 6.99 5.65 6.24 4.35 7.74 7.63 2.33 6.2 3.63 4.68 6.77 3.79 3.5 5.9 1.3 1.35 6.58 2.99 5.89 4.1 7.35 2.12 6.59 7.22 5.42 1.6 9.06 5.83 3.39
"87" 1.22 3.22 5.46 2.84 5.88 6.06 9.29 7.17 9.94 7.57 4.05 0.84 6.42 8.31 3.97 0.5 10.17 3.87 6.2 4.48 7.56 8.12 5.96 3.55 4.64 4.27 7.04 6.5 3.4 2.24 5.8 3.85 7.33 5.78 5.85 8.36 5.05 8.13 6.85 3.26 3.06 5.17 3.52
"88" 6.04 4.46 8.46 8.43 6.99 2.45 0.28 7.62 4.47 2.24 5.65 3.49 1.08 7.32 6.44 7.03 6.68 6.45 3.85 4.9 3.42 10.31 4.15 1.14 6.88 2.59 5.55 4.58 8.06 3.61 5.93 3.07 6.26 6.07 5.02 4.03 6.92 8.89 7.52 1.08 2.42 5.18 4.83
"89" 10.73 4.6 5.32 5.42 4.26 8.72 2.67 2.51 1.85 3.26 3.42 7.9 4.64 6.79 5.06 4.69 8.33 1.46 6.09 3.85 6.42 2.37 7.82 9.8 4.87 8.05 6.7 4.41 5.17 2.23 7.57 6.11 3.84 2.23 3.22 6.02 3.26 4.99 3.6 1.41 4.08 5.63 5.57
"90" 4.86 7.03 6.86 2.83 4.47 5.85 3.8 5.87 8.83 7.42 3.61 6.88 1.33 5.73 5.33 2.28 5.88 7.17 6.16 8.17 5.13 3.79 5.53 3.42 2.79 7.24 2.01 6.24 6.68 6.54 5.79 5.54 7.25 10.02 7.02 4.88 6.39 6.8 5.33 3.62 6.14 4.54 4.54
"91" 5.39 4.9 6.06 6.69 2.98 2.85 7.98 1.25 4.33 6.01 6.23 3.53 3.69 4.47 7.84 4.79 3.69 9.28 2.1 6.25 4.13 5.82 4.22 4.23 3.8 5.71 6.16 3.78 4.56 5.36 5.19 0.31 6.45 4.44 7.27 2.19 6.82 3.48 5.62 4.19 6.56 3.9 3.23
"92" 4.53 8.91 7.72 6.88 9.29 4.44 2.92 3.66 3.41 5.55 1.52 5.45 5.14 4.81 6.43 4.23 2.64 2.62 5.41 3.55 5.97 7.2 6.31 1.5 6.49 4.83 4.75 6.14 4.07 5.93 5.82 6.59 8.2 5.19 6.53 6.14 6.83 5.22 2.93 8.01 3.19 7.82 3.1
"93" 7.32 1.11 5.48 5.35 8.03 8.38 0.16 6.62 7.21 3.81 3.88 3.94 5.87 8.31 3.48 5.56 8.87 9.04 3.19 1.85 4.18 4.42 6.87 5.95 1.95 5 7.57 2.8 6.99 7.91 6.94 4.76 4.98 2 3.86 7.15 5.13 6.16 5.46 1.77 4.27 4.43 7.61
"94" 4.81 8.2 2.97 6.16 5.3 4.45 6.89 2.52 1.47 5.75 4.18 0.22 3.55 2.51 1.46 3.61 4.69 4.99 11.76 5.48 5.34 5.29 6.1 7.73 6.27 5.63 0.64 7.89 3.44 5.01 8.76 6.43 3.47 3.45 0.92 9.48 7.08 7.86 6.56 4.42 3.21 7.34 7.04
"95" 4.47 3.26 4 3.34 3.63 3.6 9.19 2.54 5.63 3.76 4.06 6.78 3.09 4.9 6.69 4.86 2.54 2.82 3.07 3.1 5.12 4.99 2.71 6.56 5.39 3.07 4.79 7.08 2.4 3.47 5.42 8.61 8.13 2.28 3.58 4.25 7.32 6.53 6.19 3.1 4.36 2.62 3.59
"96" 3.61 5.26 5.45 4.15 4.62 2.86 5.47 2.05 4.87 3.87 0.36 7.13 2.9 2.52 5.48 7.06 4.96 5.3 2.17 2.33 6.46 5.67 3.64 5.38 2.02 5.04 3.59 5.57 7.79 4.97 7 2.46 4.56 1.28 2.99 4.66 -0.04 4.9 7.47 2.64 8.31 1.56 4.42
"97" 4.96 3.86 7.6 4.02 4.99 7.36 4.81 3.81 4.45 6.99 4.22 0.61 4.32 3.33 3.28 4.53 5.52 6.24 6.53 8.62 5.27 3.68 4.15 6.48 3.19 2.28 5.07 4.08 2.62 1.17 6.82 5.99 3.31 5.59 3.01 4.81 7.3 3.81 6.42 4.2 3.09 7.39 1.76
